Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,PokéBall Usage,Win Ratio,Battle Strategy,Number of Migrations,Rare Item Holder,Team Rocket
42,Cinnabar Island,Middle,PokéMart Seller,Rock,21,LuxuryBall,34,Defensive,7,FALSE,No
66,Fuchsia City,High,Police Officer,Water,73,DuskBall,85,Aggressive,14,FALSE,No
27,Cinnabar Island,Middle,Black Market Dealer,Rock,35,NetBall,78,Unpredictable,14,TRUE,Yes
51,Saffron City,Middle,Police Officer,Grass,74,UltraBall,82,Unpredictable,17,FALSE,No
12,Pallet Town,Middle,Casino Worker,Bug,21,GreatBall,47,Defensive,10,FALSE,No
61,Vermilion City,High,Nurse,Normal,11,DarkBall,72,Aggressive,20,FALSE,Yes
67,Lavender Town,Low,Underground Battler,Grass,54,GreatBall,26,Aggressive,3,FALSE,No
38,Saffron City,Middle,Scientist,Steel,81,GreatBall,20,Defensive,24,FALSE,No
21,Viridian City,Middle,Underground Battler,Flying,7,MasterBall,24,Defensive,24,FALSE,No
51,Vermilion City,Middle,Scientist,Water,29,DarkBall,65,Defensive,12,FALSE,No
16,Lavender Town,Middle,Gym Leader Assistant,Psychic,51,NetBall,67,Defensive,24,FALSE,No
37,Pallet Town,Middle,Nurse,Ice,5,DuskBall,54,Defensive,17,FALSE,No
10,Celadon City,Middle,Researcher,Bug,18,HealBall,83,Defensive,14,FALSE,No
22,Lavender Town,Low,Biker,Dark,50,NetBall,82,Defensive,5,TRUE,Yes
43,Cinnabar Island,Middle,Underground Battler,Dark,20,DuskBall,41,Unpredictable,17,FALSE,No
39,Lavender Town,Low,PokéMart Seller,Fairy,12,UltraBall,41,Aggressive,18,FALSE,No
17,Vermilion City,Low,Rocket Grunt,Normal,29,DarkBall,58,Defensive,25,FALSE,No
23,Pallet Town,High,Elite Trainer,Poison,7,DarkBall,21,Unpredictable,9,FALSE,No
20,Celadon City,Middle,Scientist,Dragon,11,PokéBall,88,Aggressive,16,FALSE,Yes
28,Cerulean City,High,Police Officer,Electric,33,LuxuryBall,70,Defensive,24,FALSE,No
40,Cerulean City,Low,Underground Battler,Flying,15,DarkBall,67,Defensive,12,FALSE,No
48,Celadon City,Low,PokéMart Seller,Ground,62,PokéBall,29,Aggressive,16,FALSE,No
28,Lavender Town,Middle,Champion,Fire,69,DuskBall,40,Aggressive,1,FALSE,No
13,Vermilion City,Low,Elite Trainer,Normal,56,DuskBall,59,Aggressive,4,FALSE,No
29,Celadon City,Middle,Police Officer,Dragon,6,NetBall,70,Aggressive,17,FALSE,No
11,Pallet Town,Low,Nurse,Ice,93,DuskBall,47,Unpredictable,13,FALSE,No
26,Saffron City,Middle,Breeder,Dark,72,GreatBall,82,Unpredictable,8,FALSE,No
19,Cerulean City,Low,Champion,Ground,59,MasterBall,57,Unpredictable,26,TRUE,Yes
30,Pewter City,Middle,Daycare Worker,Flying,50,DuskBall,49,Unpredictable,3,FALSE,No
66,Viridian City,Middle,Casino Worker,Water,28,NetBall,40,Defensive,7,FALSE,No
38,Fuchsia City,Middle,Biker,Fire,82,HealBall,42,Unpredictable,3,FALSE,No
16,Pewter City,Middle,Casino Worker,Ice,52,TimerBall,47,Defensive,10,FALSE,No
54,Pallet Town,Middle,Daycare Worker,Fairy,62,DarkBall,87,Unpredictable,3,TRUE,Yes
21,Fuchsia City,Middle,Police Officer,Fairy,92,UltraBall,50,Defensive,9,FALSE,No
32,Lavender Town,Low,Underground Battler,Normal,25,DuskBall,51,Unpredictable,23,FALSE,No
62,Fuchsia City,Low,Scientist,Steel,97,GreatBall,69,Aggressive,14,FALSE,Yes
51,Celadon City,Middle,Casino Worker,Dark,74,UltraBall,30,Aggressive,11,FALSE,No
37,Pewter City,Middle,Gym Leader Assistant,Electric,69,NetBall,40,Aggressive,6,FALSE,Yes
28,Cerulean City,Low,Breeder,Dragon,14,PokéBall,54,Unpredictable,18,FALSE,No
17,Pallet Town,Middle,Champion,Water,51,TimerBall,46,Unpredictable,3,FALSE,No
34,Pallet Town,Low,Black Market Dealer,Rock,86,MasterBall,60,Unpredictable,10,FALSE,No
52,Celadon City,High,Underground Battler,Water,55,PokéBall,78,Defensive,1,FALSE,No
69,Lavender Town,Low,Biker,Grass,77,PokéBall,50,Aggressive,25,FALSE,No
68,Saffron City,Middle,Daycare Worker,Rock,48,HealBall,74,Aggressive,2,FALSE,No
68,Viridian City,Middle,Nurse,Poison,84,LuxuryBall,46,Defensive,5,FALSE,No
57,Viridian City,Middle,Breeder,Rock,77,HealBall,62,Aggressive,14,FALSE,No
36,Cinnabar Island,Middle,Scientist,Normal,10,TimerBall,26,Defensive,19,FALSE,No
67,Vermilion City,High,Researcher,Normal,87,HealBall,76,Aggressive,6,FALSE,No
21,Saffron City,Middle,Casino Worker,Electric,54,HealBall,44,Aggressive,14,FALSE,No
20,Saffron City,Low,Scientist,Steel,22,NetBall,40,Aggressive,16,FALSE,Yes
48,Pallet Town,High,Biker,Steel,58,TimerBall,42,Aggressive,2,FALSE,No
63,Fuchsia City,Low,Black Market Dealer,Bug,40,GreatBall,77,Aggressive,2,FALSE,No
45,Lavender Town,High,Researcher,Poison,47,LuxuryBall,72,Unpredictable,22,FALSE,No
15,Cerulean City,Low,Breeder,Poison,20,NetBall,61,Defensive,2,FALSE,No
58,Pewter City,High,Biker,Water,56,DuskBall,23,Unpredictable,6,FALSE,No
30,Pewter City,Middle,Breeder,Ice,10,PokéBall,69,Defensive,9,FALSE,No
57,Fuchsia City,Middle,Casino Worker,Ghost,55,PokéBall,49,Aggressive,22,FALSE,No
66,Lavender Town,Low,Researcher,Poison,91,DuskBall,36,Defensive,24,FALSE,No
62,Viridian City,Low,Champion,Poison,7,GreatBall,77,Aggressive,5,TRUE,Yes
13,Cinnabar Island,Middle,Casino Worker,Ice,100,UltraBall,87,Unpredictable,8,FALSE,Yes
62,Cinnabar Island,Middle,Gym Leader Assistant,Rock,62,PokéBall,67,Defensive,13,FALSE,No
25,Cerulean City,Low,Researcher,Grass,56,MasterBall,68,Aggressive,20,FALSE,No
67,Pewter City,Low,Scientist,Normal,67,NetBall,45,Defensive,26,FALSE,Yes
45,Lavender Town,Low,Black Market Dealer,Ghost,100,UltraBall,66,Aggressive,10,FALSE,No
68,Pallet Town,Low,Underground Battler,Poison,72,DarkBall,55,Unpredictable,17,FALSE,No
52,Celadon City,Middle,Underground Battler,Water,39,HealBall,52,Defensive,20,FALSE,No
40,Fuchsia City,Low,Black Market Dealer,Poison,99,LuxuryBall,39,Aggressive,16,FALSE,No
66,Cerulean City,Middle,Scientist,Electric,83,HealBall,61,Unpredictable,24,FALSE,No
59,Viridian City,Middle,Biker,Ghost,95,TimerBall,79,Aggressive,25,TRUE,Yes
40,Lavender Town,Low,Black Market Dealer,Ground,59,LuxuryBall,60,Unpredictable,9,FALSE,No
43,Celadon City,Low,Researcher,Grass,25,DarkBall,50,Unpredictable,14,FALSE,No
26,Pewter City,Middle,Scientist,Water,20,GreatBall,57,Aggressive,16,FALSE,No
32,Celadon City,Middle,PokéMart Seller,Poison,39,HealBall,32,Unpredictable,18,FALSE,No
61,Cinnabar Island,Low,Biker,Ground,29,NetBall,49,Defensive,20,FALSE,No
35,Saffron City,Middle,Researcher,Fairy,25,DuskBall,47,Unpredictable,8,FALSE,No
67,Vermilion City,Low,Gym Leader Assistant,Rock,70,TimerBall,45,Aggressive,17,FALSE,No
52,Cerulean City,Middle,Black Market Dealer,Rock,9,UltraBall,32,Aggressive,19,FALSE,No
57,Pallet Town,Low,Rocket Grunt,Fire,58,NetBall,57,Unpredictable,25,FALSE,No
12,Vermilion City,Middle,Underground Battler,Ice,40,UltraBall,32,Unpredictable,9,FALSE,No
45,Fuchsia City,Low,Police Officer,Normal,60,DuskBall,83,Unpredictable,12,FALSE,No
46,Viridian City,Middle,Casino Worker,Ground,22,UltraBall,42,Defensive,14,FALSE,No
61,Celadon City,Middle,PokéMart Seller,Grass,47,MasterBall,33,Defensive,11,TRUE,Yes
59,Pewter City,Middle,PokéMart Seller,Grass,56,NetBall,41,Aggressive,22,FALSE,No
41,Vermilion City,Middle,PokéMart Seller,Fairy,52,NetBall,76,Defensive,12,FALSE,No
55,Viridian City,Middle,Elite Trainer,Electric,23,PokéBall,74,Defensive,4,FALSE,No
61,Cinnabar Island,Middle,Fisherman,Psychic,90,GreatBall,64,Aggressive,4,FALSE,No
29,Pallet Town,Low,Champion,Fighting,31,NetBall,29,Defensive,8,FALSE,No
38,Cinnabar Island,Middle,Biker,Steel,27,LuxuryBall,21,Aggressive,20,FALSE,No
49,Fuchsia City,Middle,Scientist,Dark,100,TimerBall,49,Defensive,15,FALSE,No
22,Saffron City,Middle,Biker,Flying,22,TimerBall,74,Unpredictable,20,FALSE,No
50,Saffron City,Low,PokéMart Seller,Psychic,16,UltraBall,77,Aggressive,8,FALSE,No
41,Fuchsia City,Middle,Police Officer,Dark,48,MasterBall,68,Unpredictable,25,FALSE,No
35,Lavender Town,Middle,Breeder,Dark,88,NetBall,47,Aggressive,18,FALSE,No
68,Lavender Town,Low,Black Market Dealer,Flying,93,HealBall,42,Aggressive,0,FALSE,No
24,Lavender Town,High,Biker,Ground,12,NetBall,82,Aggressive,9,FALSE,No
58,Fuchsia City,Middle,Nurse,Fire,66,DarkBall,31,Aggressive,15,FALSE,No
64,Cerulean City,Middle,Champion,Water,18,MasterBall,28,Unpredictable,5,FALSE,No
31,Cinnabar Island,Low,Daycare Worker,Electric,15,TimerBall,35,Defensive,13,FALSE,No
24,Pewter City,Middle,Black Market Dealer,Ground,52,TimerBall,69,Unpredictable,1,FALSE,No
45,Celadon City,Middle,Scientist,Dark,58,DarkBall,62,Aggressive,9,FALSE,No
54,Cinnabar Island,Middle,Champion,Electric,73,PokéBall,22,Aggressive,7,FALSE,No
45,Pewter City,High,Breeder,Psychic,15,PokéBall,25,Defensive,18,FALSE,No
51,Pewter City,Middle,Champion,Electric,35,MasterBall,73,Defensive,24,FALSE,No
53,Lavender Town,High,Breeder,Fighting,54,GreatBall,85,Aggressive,5,FALSE,Yes
57,Cerulean City,Low,Fisherman,Flying,97,MasterBall,49,Unpredictable,23,FALSE,No
18,Viridian City,High,Breeder,Rock,88,NetBall,68,Aggressive,3,FALSE,No
53,Lavender Town,Middle,Nurse,Bug,20,PokéBall,50,Defensive,0,FALSE,No
34,Cerulean City,Middle,Scientist,Ground,71,LuxuryBall,34,Unpredictable,13,FALSE,No
68,Vermilion City,Middle,Rocket Grunt,Poison,51,MasterBall,51,Unpredictable,5,FALSE,No
49,Celadon City,Middle,Gym Leader Assistant,Poison,94,NetBall,72,Unpredictable,7,FALSE,Yes
56,Fuchsia City,Middle,Daycare Worker,Ghost,7,DarkBall,54,Defensive,28,FALSE,Yes
29,Saffron City,Middle,Elite Trainer,Water,8,HealBall,60,Unpredictable,12,FALSE,No
17,Lavender Town,Middle,Scientist,Dragon,89,DarkBall,46,Unpredictable,17,FALSE,No
40,Fuchsia City,Middle,Champion,Poison,64,MasterBall,57,Defensive,21,FALSE,No
13,Pallet Town,Middle,Gym Leader Assistant,Psychic,7,LuxuryBall,25,Aggressive,1,FALSE,No
15,Vermilion City,Low,Breeder,Flying,15,TimerBall,66,Unpredictable,23,TRUE,Yes
55,Saffron City,Low,Police Officer,Flying,12,NetBall,62,Unpredictable,13,FALSE,No
43,Lavender Town,High,Researcher,Flying,100,GreatBall,44,Defensive,7,FALSE,No
32,Cerulean City,Middle,Nurse,Normal,77,UltraBall,85,Defensive,23,FALSE,No
15,Fuchsia City,Low,Underground Battler,Fairy,30,UltraBall,46,Aggressive,25,FALSE,No
21,Fuchsia City,Middle,PokéMart Seller,Steel,54,DarkBall,85,Defensive,16,TRUE,Yes
53,Vermilion City,Middle,Rocket Grunt,Bug,32,MasterBall,53,Unpredictable,29,FALSE,Yes
14,Lavender Town,Middle,Nurse,Fairy,15,UltraBall,23,Defensive,19,FALSE,No
46,Saffron City,High,Underground Battler,Grass,58,GreatBall,69,Defensive,13,FALSE,No
58,Cerulean City,High,Scientist,Flying,38,MasterBall,73,Aggressive,7,FALSE,No
48,Cinnabar Island,Middle,Champion,Bug,99,MasterBall,31,Defensive,12,FALSE,No
58,Lavender Town,Low,Researcher,Bug,21,NetBall,20,Aggressive,4,FALSE,No
61,Vermilion City,Low,Daycare Worker,Poison,31,MasterBall,28,Defensive,12,FALSE,No
45,Saffron City,High,Researcher,Rock,9,GreatBall,77,Unpredictable,16,FALSE,No
18,Viridian City,Middle,Champion,Ghost,33,NetBall,23,Aggressive,17,FALSE,No
32,Lavender Town,Low,Police Officer,Fire,58,DarkBall,47,Defensive,26,FALSE,Yes
66,Viridian City,Middle,Black Market Dealer,Water,20,UltraBall,27,Unpredictable,8,FALSE,No
44,Lavender Town,Middle,Nurse,Ice,91,MasterBall,84,Unpredictable,14,FALSE,No
38,Lavender Town,Middle,Scientist,Electric,41,TimerBall,34,Aggressive,16,FALSE,No
51,Cinnabar Island,Low,Rocket Grunt,Poison,88,UltraBall,35,Unpredictable,1,FALSE,No
62,Pewter City,Low,Gym Leader Assistant,Dark,48,TimerBall,32,Aggressive,4,FALSE,No
67,Vermilion City,Middle,Rocket Grunt,Ground,23,LuxuryBall,38,Defensive,16,FALSE,Yes
52,Saffron City,Middle,Police Officer,Steel,47,LuxuryBall,24,Unpredictable,22,FALSE,No
36,Vermilion City,Low,Researcher,Poison,64,DuskBall,54,Unpredictable,7,FALSE,No
32,Pewter City,Middle,Nurse,Flying,57,MasterBall,77,Unpredictable,22,FALSE,No
62,Pallet Town,Low,Daycare Worker,Fairy,31,MasterBall,27,Aggressive,24,FALSE,No
46,Saffron City,Middle,PokéMart Seller,Dragon,90,DuskBall,57,Aggressive,23,TRUE,Yes
30,Fuchsia City,Middle,Casino Worker,Rock,82,DuskBall,39,Unpredictable,23,FALSE,No
54,Saffron City,Low,Scientist,Flying,28,PokéBall,37,Aggressive,4,FALSE,No
28,Cinnabar Island,Low,Police Officer,Fire,37,GreatBall,59,Aggressive,5,FALSE,No
44,Lavender Town,High,Elite Trainer,Fairy,88,PokéBall,35,Unpredictable,19,FALSE,Yes
35,Celadon City,Middle,Nurse,Ice,93,MasterBall,32,Defensive,19,FALSE,No
17,Cinnabar Island,Middle,Scientist,Steel,81,DuskBall,59,Unpredictable,20,FALSE,Yes
24,Fuchsia City,Low,PokéMart Seller,Flying,17,DarkBall,56,Defensive,10,FALSE,No
62,Vermilion City,Middle,Casino Worker,Steel,36,GreatBall,54,Aggressive,22,FALSE,No
41,Viridian City,Low,Biker,Ground,51,DuskBall,44,Defensive,0,FALSE,No
33,Vermilion City,Middle,Elite Trainer,Fairy,96,UltraBall,32,Defensive,20,FALSE,No
22,Celadon City,High,Casino Worker,Fire,13,UltraBall,66,Unpredictable,25,FALSE,No
20,Cerulean City,Middle,Biker,Water,57,DarkBall,68,Unpredictable,25,FALSE,No
65,Fuchsia City,Middle,Nurse,Rock,70,DarkBall,52,Defensive,5,FALSE,No
15,Pallet Town,Middle,Casino Worker,Ghost,93,TimerBall,40,Defensive,17,FALSE,No
47,Vermilion City,Low,Daycare Worker,Electric,60,UltraBall,50,Aggressive,22,FALSE,No
58,Fuchsia City,High,Fisherman,Bug,42,GreatBall,31,Defensive,14,FALSE,No
50,Cinnabar Island,Middle,Daycare Worker,Ghost,30,MasterBall,82,Aggressive,6,FALSE,No
63,Lavender Town,Middle,Scientist,Fighting,52,DuskBall,76,Aggressive,19,TRUE,Yes
50,Fuchsia City,Middle,Champion,Electric,100,GreatBall,46,Aggressive,3,FALSE,No
51,Pewter City,Low,Champion,Flying,78,GreatBall,67,Aggressive,5,FALSE,No
22,Fuchsia City,High,Champion,Ground,56,GreatBall,21,Defensive,9,FALSE,No
15,Saffron City,Middle,Fisherman,Normal,30,DarkBall,62,Unpredictable,25,FALSE,No
54,Saffron City,High,Daycare Worker,Poison,19,TimerBall,20,Unpredictable,1,FALSE,No
25,Viridian City,Low,Fisherman,Electric,50,NetBall,48,Defensive,11,FALSE,No
52,Vermilion City,Low,Gym Leader Assistant,Flying,91,DuskBall,78,Unpredictable,25,FALSE,No
33,Cerulean City,Low,Scientist,Psychic,29,LuxuryBall,77,Aggressive,8,FALSE,No
58,Cinnabar Island,Low,Daycare Worker,Water,13,MasterBall,78,Unpredictable,24,FALSE,Yes
32,Pewter City,Low,Underground Battler,Rock,60,HealBall,58,Aggressive,29,FALSE,Yes
67,Viridian City,Low,Biker,Bug,99,UltraBall,20,Defensive,11,FALSE,No
20,Pewter City,Middle,Nurse,Psychic,70,DuskBall,58,Aggressive,0,FALSE,No
27,Vermilion City,Middle,Daycare Worker,Poison,8,PokéBall,69,Unpredictable,21,TRUE,Yes
60,Cerulean City,High,Fisherman,Dark,5,GreatBall,38,Aggressive,15,FALSE,No
58,Vermilion City,Low,PokéMart Seller,Bug,19,TimerBall,69,Unpredictable,4,FALSE,No
19,Cinnabar Island,Middle,Champion,Poison,20,MasterBall,82,Unpredictable,16,FALSE,No
22,Cinnabar Island,Low,Casino Worker,Grass,47,TimerBall,82,Defensive,20,TRUE,Yes
24,Cerulean City,Middle,Fisherman,Ground,80,DarkBall,42,Unpredictable,11,FALSE,No
47,Cinnabar Island,Middle,Casino Worker,Water,94,LuxuryBall,61,Aggressive,13,FALSE,No
70,Celadon City,Middle,Nurse,Water,24,HealBall,32,Defensive,8,FALSE,No
21,Fuchsia City,Low,Casino Worker,Flying,49,TimerBall,51,Defensive,10,FALSE,No
28,Saffron City,High,Casino Worker,Dragon,50,HealBall,75,Aggressive,25,FALSE,No
43,Celadon City,Middle,Scientist,Steel,67,GreatBall,85,Defensive,0,FALSE,No
66,Pewter City,Middle,Rocket Grunt,Ground,98,DuskBall,52,Unpredictable,2,FALSE,No
64,Viridian City,Low,Police Officer,Psychic,53,HealBall,32,Defensive,8,TRUE,Yes
56,Celadon City,Middle,Fisherman,Psychic,56,PokéBall,20,Defensive,8,FALSE,No
24,Fuchsia City,Low,Rocket Grunt,Fire,89,PokéBall,29,Unpredictable,7,FALSE,No
29,Celadon City,High,Gym Leader Assistant,Water,40,TimerBall,66,Defensive,12,FALSE,No
61,Saffron City,Middle,Casino Worker,Fairy,53,DarkBall,20,Defensive,4,FALSE,No
20,Lavender Town,Middle,Gym Leader Assistant,Rock,38,TimerBall,85,Defensive,5,TRUE,Yes
14,Viridian City,Middle,Biker,Dragon,98,NetBall,61,Defensive,10,FALSE,No
21,Pewter City,Middle,Elite Trainer,Fighting,96,PokéBall,84,Defensive,15,FALSE,Yes
61,Cerulean City,Low,Champion,Bug,64,HealBall,39,Defensive,19,FALSE,No
67,Pallet Town,Middle,Rocket Grunt,Ground,59,PokéBall,58,Defensive,22,TRUE,Yes
46,Saffron City,Middle,Police Officer,Water,32,HealBall,20,Aggressive,4,FALSE,No
54,Saffron City,Low,Champion,Dragon,64,TimerBall,48,Defensive,10,FALSE,No
20,Saffron City,Middle,Biker,Bug,74,MasterBall,25,Aggressive,24,FALSE,No
41,Vermilion City,Low,Breeder,Poison,6,DarkBall,30,Unpredictable,9,FALSE,No
31,Fuchsia City,Middle,Daycare Worker,Ice,92,NetBall,40,Defensive,23,TRUE,Yes
32,Celadon City,Low,Black Market Dealer,Ice,53,NetBall,64,Defensive,16,TRUE,Yes
29,Vermilion City,Middle,Elite Trainer,Dark,18,GreatBall,71,Unpredictable,15,FALSE,No
53,Cinnabar Island,Middle,Biker,Dark,34,GreatBall,75,Unpredictable,2,FALSE,No
27,Celadon City,Middle,Scientist,Grass,42,HealBall,41,Aggressive,10,FALSE,No
10,Saffron City,Middle,Nurse,Grass,15,HealBall,29,Defensive,23,FALSE,No
58,Saffron City,Low,Fisherman,Grass,21,TimerBall,30,Aggressive,13,FALSE,No
27,Cinnabar Island,High,Researcher,Dark,95,MasterBall,58,Unpredictable,6,TRUE,Yes
48,Viridian City,Low,Daycare Worker,Electric,57,DuskBall,48,Defensive,24,FALSE,No
37,Celadon City,Middle,Champion,Water,99,LuxuryBall,40,Defensive,5,FALSE,No
44,Vermilion City,Low,Biker,Poison,53,DarkBall,29,Aggressive,18,FALSE,No
59,Pewter City,High,Fisherman,Electric,44,GreatBall,40,Defensive,12,FALSE,No
24,Fuchsia City,High,Daycare Worker,Normal,53,LuxuryBall,45,Defensive,5,FALSE,No
23,Lavender Town,Low,Elite Trainer,Psychic,62,PokéBall,65,Aggressive,8,TRUE,Yes
27,Viridian City,Middle,Elite Trainer,Ice,94,GreatBall,62,Aggressive,8,FALSE,Yes
70,Lavender Town,Middle,Rocket Grunt,Poison,16,TimerBall,86,Defensive,20,TRUE,Yes
47,Fuchsia City,Low,Rocket Grunt,Steel,32,LuxuryBall,68,Defensive,23,FALSE,No
57,Lavender Town,Middle,Biker,Psychic,65,MasterBall,66,Defensive,14,FALSE,No
33,Cinnabar Island,Middle,Gym Leader Assistant,Fairy,75,GreatBall,30,Unpredictable,7,FALSE,No
32,Cerulean City,Low,Rocket Grunt,Poison,28,TimerBall,40,Aggressive,2,FALSE,No
52,Cinnabar Island,Low,Rocket Grunt,Fighting,39,TimerBall,77,Unpredictable,3,FALSE,No
18,Vermilion City,Middle,Nurse,Grass,56,DuskBall,26,Defensive,17,FALSE,No
28,Celadon City,High,Underground Battler,Psychic,70,LuxuryBall,21,Aggressive,14,FALSE,No
45,Pallet Town,Middle,Rocket Grunt,Steel,21,MasterBall,70,Unpredictable,6,FALSE,No
33,Cerulean City,Middle,Underground Battler,Poison,71,GreatBall,59,Defensive,20,FALSE,No
32,Fuchsia City,High,Gym Leader Assistant,Grass,95,DuskBall,62,Defensive,29,FALSE,Yes
10,Vermilion City,High,Black Market Dealer,Electric,48,LuxuryBall,76,Unpredictable,3,FALSE,No
65,Lavender Town,High,Rocket Grunt,Ice,86,MasterBall,78,Unpredictable,6,TRUE,Yes
17,Pallet Town,Middle,Breeder,Fighting,48,MasterBall,48,Unpredictable,23,FALSE,Yes
11,Lavender Town,High,Champion,Ice,39,GreatBall,49,Unpredictable,12,FALSE,No
65,Cinnabar Island,Middle,Researcher,Normal,30,GreatBall,40,Aggressive,17,FALSE,Yes
36,Lavender Town,Middle,Biker,Ground,84,UltraBall,53,Unpredictable,21,FALSE,No
12,Pewter City,Middle,Police Officer,Dark,52,UltraBall,72,Unpredictable,18,FALSE,No
56,Celadon City,Low,Scientist,Bug,83,DuskBall,70,Unpredictable,18,FALSE,Yes
43,Pewter City,Low,Biker,Fairy,96,NetBall,32,Aggressive,1,FALSE,No
61,Saffron City,Low,Scientist,Steel,75,DarkBall,37,Unpredictable,29,FALSE,Yes
54,Celadon City,High,Gym Leader Assistant,Fairy,78,UltraBall,43,Unpredictable,4,TRUE,Yes
10,Celadon City,Low,Fisherman,Steel,68,GreatBall,74,Aggressive,3,FALSE,No
64,Celadon City,High,Elite Trainer,Grass,40,NetBall,62,Unpredictable,4,FALSE,No
48,Pallet Town,Middle,Breeder,Grass,94,LuxuryBall,31,Aggressive,10,FALSE,No
35,Cerulean City,Middle,Rocket Grunt,Dragon,33,PokéBall,65,Aggressive,2,FALSE,No
13,Pallet Town,High,Champion,Flying,73,TimerBall,47,Aggressive,0,FALSE,No
29,Lavender Town,High,Nurse,Psychic,52,PokéBall,65,Defensive,21,FALSE,No
54,Viridian City,Middle,Breeder,Psychic,37,HealBall,63,Defensive,14,FALSE,No
22,Lavender Town,Low,Nurse,Ground,93,DuskBall,36,Aggressive,12,FALSE,No
65,Vermilion City,Low,Researcher,Rock,21,GreatBall,61,Aggressive,9,FALSE,No
49,Pallet Town,Low,Underground Battler,Psychic,77,LuxuryBall,30,Unpredictable,22,FALSE,No
57,Celadon City,Middle,Daycare Worker,Fairy,91,LuxuryBall,61,Aggressive,12,FALSE,No
58,Saffron City,Middle,Underground Battler,Bug,33,MasterBall,54,Aggressive,21,FALSE,No
50,Pewter City,High,Rocket Grunt,Normal,45,GreatBall,38,Defensive,28,FALSE,Yes
50,Celadon City,Middle,Rocket Grunt,Poison,80,DarkBall,44,Unpredictable,7,FALSE,No
64,Lavender Town,Low,Elite Trainer,Electric,55,TimerBall,50,Aggressive,17,TRUE,Yes
18,Celadon City,High,Fisherman,Ground,75,HealBall,71,Unpredictable,5,FALSE,No
55,Fuchsia City,Low,Researcher,Poison,59,GreatBall,82,Unpredictable,8,FALSE,No
22,Fuchsia City,Middle,Champion,Steel,55,MasterBall,63,Unpredictable,2,FALSE,No
17,Viridian City,Low,Scientist,Ghost,93,PokéBall,63,Unpredictable,10,FALSE,No
41,Celadon City,Middle,Champion,Grass,89,GreatBall,64,Defensive,11,FALSE,No
30,Pewter City,Low,Fisherman,Normal,52,HealBall,48,Defensive,13,FALSE,Yes
19,Saffron City,Low,Breeder,Bug,34,MasterBall,50,Aggressive,5,FALSE,No
64,Vermilion City,Low,Breeder,Ghost,30,PokéBall,85,Aggressive,4,FALSE,Yes
37,Cerulean City,Low,Daycare Worker,Ghost,10,TimerBall,38,Defensive,5,FALSE,No
47,Fuchsia City,Low,Breeder,Rock,22,DarkBall,44,Aggressive,18,FALSE,No
54,Pallet Town,Low,Rocket Grunt,Water,76,LuxuryBall,80,Unpredictable,20,TRUE,Yes
47,Lavender Town,High,Fisherman,Dark,91,TimerBall,24,Unpredictable,2,FALSE,No
27,Pallet Town,Low,Police Officer,Dark,53,MasterBall,60,Unpredictable,12,FALSE,No
56,Pewter City,Middle,Gym Leader Assistant,Normal,67,GreatBall,59,Defensive,7,FALSE,No
35,Vermilion City,Low,Gym Leader Assistant,Poison,60,UltraBall,53,Aggressive,24,FALSE,No
10,Pallet Town,Low,Daycare Worker,Grass,65,TimerBall,48,Unpredictable,25,FALSE,No
